age,gender,course,class_attendance,internet_access,sleep_hours,sleep_quality,study_method,facility_rating,exam_difficulty,exam_score
0.4285714285714284,2,6,0.1326530612244897,1,0.2931034482758621,0,3,1,2,29.7
0.4285714285714284,0,6,0.5272108843537413,1,0.9827586206896554,2,0,1,2,43.7
0.8571428571428572,0,4,0.4319727891156462,1,0.5172413793103449,2,3,2,2,34.1
0.5714285714285716,1,1,0.8724489795918366,1,0.724137931034483,0,4,2,2,70.3
0.1428571428571428,1,5,0.4132653061224489,1,0.4655172413793104,2,4,2,2,32.3
0.2857142857142856,2,3,0.5068027210884354,1,0.9827586206896554,1,2,1,0,52.1
0.1428571428571428,1,3,0.7857142857142856,1,0.9655172413793102,0,1,2,0,47.1
0.8571428571428572,1,4,0.7465986394557822,1,0.6724137931034483,0,0,1,2,68.9
0.5714285714285716,0,1,0.6598639455782311,1,0.5000000000000001,1,3,2,2,56.6
1.0,0,3,0.964285714285714,1,0.086206896551724,1,1,0,0,60.3
0.8571428571428572,0,1,0.0442176870748298,0,0.2931034482758621,0,3,2,1,37.3
0.2857142857142856,1,5,0.193877551020408,1,0.6034482758620688,2,1,2,2,35.5
0.7142857142857144,0,1,0.5765306122448979,1,0.2413793103448276,2,2,0,2,30.9
0.7142857142857144,1,4,0.8707482993197277,0,0.8275862068965517,0,2,0,2,66.9
0.7142857142857144,0,1,0.7329931972789114,0,0.4827586206896553,1,4,2,2,70.5
1.0,2,3,0.0187074829931972,1,0.8965517241379312,0,3,0,2,31.7
0.1428571428571428,2,3,0.5340136054421767,1,0.9655172413793102,2,4,0,2,45.3
0.2857142857142856,2,6,0.4030612244897957,1,1.0,2,2,1,2,49.9
1.0,2,2,0.714285714285714,1,0.5000000000000001,1,4,2,2,53.1
0.4285714285714284,1,6,0.6683673469387754,1,0.5344827586206896,1,2,0,2,75.6
0.7142857142857144,0,4,0.5476190476190474,1,0.1724137931034483,1,1,2,0,51.3
0.7142857142857144,0,6,0.3741496598639455,1,0.3103448275862069,0,4,1,2,23.9
0.8571428571428572,1,5,0.889455782312925,1,0.4827586206896553,1,3,1,2,56.6
0.8571428571428572,2,5,0.9438775510204078,1,0.0689655172413793,1,4,0,2,61.1
0.7142857142857144,1,6,0.2857142857142856,1,0.724137931034483,2,3,2,2,40.0
0.8571428571428572,2,5,0.5068027210884354,1,0.2931034482758621,2,2,1,1,37.1
0.8571428571428572,2,5,0.9030612244897958,1,0.6724137931034483,2,2,0,1,51.1
0.5714285714285716,0,4,0.7704081632653061,1,0.5000000000000001,1,0,1,0,51.8
0.1428571428571428,2,4,0.357142857142857,1,0.8448275862068965,2,2,2,0,57.0
0.1428571428571428,0,4,0.8945578231292515,1,0.6724137931034483,1,4,2,0,52.8
0.5714285714285716,2,2,0.7057823129251699,1,0.2413793103448276,1,1,1,1,51.9
0.5714285714285716,2,4,0.6037414965986392,1,0.1896551724137931,2,4,0,0,40.7
0.8571428571428572,2,6,0.0731292517006801,1,0.1379310344827587,2,2,0,0,29.2
0.2857142857142856,2,6,0.4999999999999998,1,0.5689655172413793,1,4,2,0,60.9
0.4285714285714284,0,3,0.5850340136054419,1,0.5344827586206896,0,1,1,2,63.5
0.1428571428571428,1,4,0.1666666666666665,1,0.8275862068965517,0,3,2,1,38.8
0.5714285714285716,2,2,0.9387755102040812,0,0.4310344827586206,0,2,0,0,56.9
0.4285714285714284,0,1,0.3758503401360544,1,0.689655172413793,2,2,0,2,39.0
0.8571428571428572,1,4,0.0170068027210883,0,0.913793103448276,0,4,2,0,23.5
0.2857142857142856,1,2,0.0578231292517006,1,0.2413793103448276,2,3,1,0,19.599
0.1428571428571428,2,1,0.0051020408163264,0,0.7586206896551725,1,4,0,0,46.0
0.7142857142857144,2,6,0.9013605442176869,0,0.5689655172413793,2,0,2,2,49.0
0.4285714285714284,2,1,0.4948979591836733,1,0.1206896551724138,1,1,0,2,55.4
1.0,1,5,0.9251700680272108,1,0.9827586206896554,2,1,2,2,32.0
0.4285714285714284,1,3,0.1564625850340134,1,0.5862068965517241,1,3,0,2,91.6
0.1428571428571428,0,2,0.1411564625850339,1,0.5000000000000001,2,1,2,0,23.7
0.7142857142857144,0,2,0.3486394557823129,1,0.3103448275862069,1,4,2,0,21.4
1.0,2,5,0.3180272108843536,1,0.2068965517241379,1,2,2,0,44.3
0.7142857142857144,2,6,0.16156462585034,1,0.103448275862069,1,0,1,2,31.4
0.7142857142857144,1,3,1.0,1,0.3103448275862069,0,0,1,0,57.6
0.4285714285714284,1,6,0.6122448979591835,1,0.6551724137931035,0,4,1,1,55.9
1.0,0,2,0.8843537414965983,1,0.5172413793103449,0,2,0,2,57.2
0.7142857142857144,0,2,0.2857142857142856,1,0.913793103448276,0,1,1,2,57.4
0.5714285714285716,1,5,0.9200680272108844,1,0.7758620689655172,0,2,0,2,61.2
0.1428571428571428,1,2,0.2857142857142856,0,0.2931034482758621,2,1,2,0,19.8
0.7142857142857144,1,1,0.6462585034013604,1,0.4482758620689656,0,3,1,0,31.9
1.0,1,4,0.7840136054421767,0,0.1379310344827587,2,0,0,2,74.9
0.5714285714285716,0,5,0.9506802721088434,1,0.2413793103448276,1,3,0,0,67.6
0.4285714285714284,0,1,0.8690476190476188,1,0.1206896551724138,1,2,0,2,53.2
0.2857142857142856,1,2,0.3299319727891154,1,0.3965517241379311,0,1,0,2,47.4
0.1428571428571428,1,1,0.9132653061224488,1,0.5862068965517241,2,2,0,0,67.7
0.4285714285714284,0,4,0.6428571428571428,1,0.3275862068965517,0,1,2,2,54.3
0.8571428571428572,0,4,0.1156462585034012,1,0.4137931034482759,1,3,2,1,66.1
0.4285714285714284,2,2,0.282312925170068,1,0.9482758620689654,0,2,1,0,42.3
0.4285714285714284,2,5,0.1462585034013604,0,0.7068965517241378,0,0,0,2,56.4
1.0,1,3,0.8248299319727888,0,0.3965517241379311,1,1,1,2,52.6
0.1428571428571428,2,1,0.1462585034013604,1,0.7413793103448277,0,1,2,1,43.2
0.5714285714285716,2,6,0.2278911564625849,1,0.5517241379310344,2,0,1,1,41.0
0.4285714285714284,0,2,0.7159863945578231,1,0.3448275862068964,2,3,0,1,22.1
0.5714285714285716,1,3,0.86734693877551,1,0.2758620689655173,0,1,1,1,59.7
0.4285714285714284,0,2,0.8418367346938773,0,0.5862068965517241,2,2,1,2,57.0
0.1428571428571428,1,6,0.4217687074829932,1,0.9310344827586208,0,4,1,2,49.1
0.2857142857142856,0,5,0.5697278911564623,1,0.0517241379310345,1,1,0,1,59.1
