age,gender,course,study_hours,class_attendance,internet_access,sleep_hours,sleep_quality,study_method,facility_rating,exam_difficulty,exam_score
0.0,0,6,0.9412515964240102,0.1071428571428569,1,0.0344827586206897,0,1,1,2,71.4
1.0,0,1,0.6743295019157088,0.1190476190476189,1,0.8620689655172412,2,3,0,2,64.6
0.7142857142857144,1,5,0.4406130268199233,0.2789115646258502,1,0.1896551724137931,0,1,0,2,60.7
1.0,2,1,0.6334610472541506,0.5714285714285714,1,0.3620689655172414,2,4,0,0,57.3
0.2857142857142856,0,6,0.7445721583652618,0.9404761904761904,0,0.7758620689655172,2,4,0,2,73.1
0.0,1,0,0.1902937420178799,0.5595238095238093,1,0.4310344827586206,2,1,0,0,54.3
1.0,2,4,0.5108556832694764,0.5595238095238093,0,0.793103448275862,2,2,0,1,79.2
0.4285714285714284,1,6,0.8084291187739464,0.0289115646258502,1,1.0,2,2,1,1,62.3
1.0,0,5,0.6883780332056194,0.6819727891156462,1,0.103448275862069,1,2,1,2,58.6
0.5714285714285716,1,1,0.4725415070242656,0.4200680272108841,1,0.3965517241379311,0,0,1,0,73.5
1.0,1,5,0.8301404853128991,0.6224489795918366,1,0.3793103448275862,2,1,0,1,70.9
0.8571428571428572,1,6,0.582375478927203,0.20578231292517,1,0.2586206896551724,2,4,0,2,64.4
0.2857142857142856,1,6,0.301404853128991,0.945578231292517,1,0.9482758620689654,1,1,2,2,72.9
0.4285714285714284,0,6,0.0127713920817369,0.9183673469387752,1,0.6206896551724138,0,3,2,0,42.0
0.0,2,0,0.4227330779054917,0.3452380952380951,1,0.8448275862068965,2,3,2,1,62.4
0.7142857142857144,0,2,0.3805874840357599,0.0238095238095237,1,0.8620689655172412,1,2,0,0,63.1
0.7142857142857144,2,2,0.5632183908045977,0.2840136054421767,0,0.5517241379310344,2,4,2,1,61.1
0.4285714285714284,2,6,0.8199233716475095,0.7653061224489794,1,0.2931034482758621,1,4,0,2,85.5
0.8571428571428572,1,6,0.9808429118773946,0.3129251700680271,1,0.1206896551724138,1,4,2,0,69.3
0.1428571428571428,2,4,0.7905491698595146,0.6564625850340136,1,0.7586206896551725,0,4,2,1,59.9
0.4285714285714284,0,5,0.3767560664112388,0.7993197278911561,1,0.0,1,0,0,2,51.1
0.0,0,6,0.6590038314176245,0.1870748299319727,1,1.0,2,1,0,2,54.0
0.1428571428571428,1,0,0.4176245210727969,0.2465986394557822,1,0.0689655172413793,0,0,0,2,56.9
1.0,2,0,0.5312899106002554,0.1275510204081632,1,0.2413793103448276,1,1,2,0,35.4
0.8571428571428572,2,0,0.7790549169859514,0.0340136054421768,1,0.4482758620689656,0,2,2,2,66.5
0.0,0,5,0.5185185185185185,0.4149659863945576,1,0.8965517241379312,0,0,2,0,59.0
0.2857142857142856,1,6,0.4482758620689655,0.8299319727891157,1,0.8275862068965517,0,3,1,0,59.3
0.2857142857142856,2,3,0.974457215836526,0.4591836734693875,1,0.7068965517241378,1,1,2,1,88.1
0.1428571428571428,0,1,0.9578544061302682,0.4370748299319726,1,0.3793103448275862,2,3,0,0,69.0
1.0,0,5,0.7075351213282247,0.7295918367346936,0,0.879310344827586,2,2,0,1,87.9
0.5714285714285716,2,2,0.91698595146871,0.1955782312925169,1,0.1724137931034483,1,1,0,2,64.2
0.1428571428571428,1,0,0.5504469987228607,0.1411564625850339,1,0.0344827586206897,0,4,1,2,35.8
0.7142857142857144,1,1,0.8033205619412516,0.1649659863945577,0,0.3965517241379311,0,4,0,2,85.5
0.5714285714285716,1,2,0.6411238825031927,0.2159863945578229,1,0.3965517241379311,2,3,0,2,52.5
0.8571428571428572,1,3,0.2681992337164751,0.6581632653061222,1,0.8448275862068965,2,0,1,0,82.1
0.7142857142857144,1,5,0.1315453384418902,0.9064625850340136,1,0.7068965517241378,1,1,1,2,56.9
0.7142857142857144,0,6,0.4878671775223499,0.1428571428571428,0,0.2068965517241379,2,1,0,0,64.9
0.7142857142857144,0,6,0.4559386973180077,0.5170068027210883,1,0.3275862068965517,1,0,2,0,70.3
0.1428571428571428,2,5,0.4074074074074074,0.0765306122448978,1,0.0,0,3,2,2,50.2
0.5714285714285716,1,6,0.9655172413793104,0.1377551020408163,0,0.3620689655172414,2,3,2,2,68.5
0.2857142857142856,0,6,0.4878671775223499,0.1921768707482992,1,0.7413793103448277,1,3,1,0,52.2
0.8571428571428572,0,0,0.6309067688378033,0.1649659863945577,1,0.724137931034483,0,0,0,2,73.6
0.5714285714285716,1,2,0.578544061302682,0.3979591836734693,1,0.3103448275862069,0,2,0,0,73.5
1.0,0,4,0.3231162196679438,0.1343537414965985,1,0.9655172413793102,0,4,2,0,34.4
0.2857142857142856,2,6,0.8454661558109834,0.6377551020408161,1,0.0172413793103449,0,0,2,1,95.5
0.0,1,3,0.4189016602809706,0.4081632653061222,0,0.3620689655172414,2,2,2,2,49.0
1.0,1,2,0.9872286079182632,0.9948979591836732,1,0.879310344827586,1,1,1,1,86.4
0.1428571428571428,0,6,0.8429118773946359,0.0731292517006801,0,0.0689655172413793,1,0,1,0,72.1
0.4285714285714284,0,2,0.3703703703703704,0.1156462585034012,1,0.1724137931034483,2,4,2,0,51.4
0.4285714285714284,1,3,0.7867177522349936,0.4370748299319726,1,0.6034482758620688,2,1,1,0,56.3
0.2857142857142856,0,4,0.4355044699872286,0.6377551020408161,1,0.2413793103448276,0,0,2,2,69.7
0.5714285714285716,2,6,0.074074074074074,0.6411564625850339,1,0.5344827586206896,1,0,0,1,57.9
0.7142857142857144,0,2,0.7369093231162196,0.5153061224489797,1,0.8620689655172412,2,2,0,2,68.3
0.7142857142857144,1,2,0.1008939974457215,0.8928571428571426,1,0.9655172413793102,0,4,2,2,51.8
0.7142857142857144,2,0,0.4418901660280971,0.0085034013605441,1,0.810344827586207,1,2,2,1,60.7
0.8571428571428572,2,2,0.0332056194125159,0.1207482993197278,1,0.1724137931034483,0,2,1,2,39.3
0.2857142857142856,0,0,0.5172413793103448,0.952380952380952,1,0.5517241379310344,1,3,1,0,73.5
0.4285714285714284,1,5,0.1289910600255428,0.5612244897959182,0,0.793103448275862,2,4,2,0,46.1
0.5714285714285716,2,2,0.1787994891443167,0.3299319727891154,1,0.1206896551724138,2,0,1,0,45.6
