age,study_hours,sleep_hours,sleep_quality,facility_rating,exam_difficulty,exam_score,gender_male,gender_other,course_b.sc,course_b.tech,course_ba,course_bba,course_bca,course_diploma,internet_access_yes,study_method_group study,study_method_mixed,study_method_online videos,study_method_self-study
0.5714285714285716,0.7573435504469986,0.6724137931034483,1,1,2,69.4,True,False,True,False,False,False,False,False,True,False,False,True,False
0.4285714285714284,0.0945083014048531,0.689655172413793,0,2,1,38.4,False,False,True,False,False,False,False,False,True,False,False,False,False
0.5714285714285716,0.6296296296296295,0.2586206896551724,1,0,1,63.0,True,False,False,False,False,False,True,False,True,False,False,False,False
0.4285714285714284,0.9808429118773946,0.1896551724137931,1,1,1,69.0,False,False,False,False,False,False,False,True,False,False,True,False,False
1.0,0.5057471264367815,0.9655172413793102,2,2,2,69.3,False,False,True,False,False,False,False,False,True,False,False,False,True
0.8571428571428572,0.3997445721583653,0.8448275862068965,2,0,1,61.0,False,False,False,False,True,False,False,False,True,False,False,False,False
0.0,0.2260536398467433,0.7586206896551725,2,2,1,33.1,False,False,False,True,False,False,False,False,True,False,False,True,False
0.1428571428571428,0.1698595146871009,0.3103448275862069,0,1,2,31.5,False,False,False,False,False,False,False,False,True,False,True,False,False
0.1428571428571428,0.8812260536398467,0.1896551724137931,0,2,2,83.6,False,True,False,False,False,False,True,False,True,True,False,False,False
1.0,0.4878671775223499,0.3448275862068964,0,0,0,74.8,True,False,False,False,False,False,False,True,False,True,False,False,False
0.5714285714285716,0.6436781609195402,0.8620689655172412,1,0,0,63.4,False,False,False,False,False,False,True,False,False,False,False,False,True
0.7142857142857144,0.314176245210728,0.879310344827586,0,0,1,46.2,False,True,False,False,False,False,False,True,True,True,False,False,False
0.5714285714285716,0.2950191570881226,0.913793103448276,0,2,1,37.6,True,False,False,True,False,False,False,False,True,False,False,True,False
0.7142857142857144,0.7049808429118773,0.7413793103448277,0,2,0,73.7,False,False,False,True,False,False,False,False,True,False,False,False,False
0.4285714285714284,0.2196679438058748,0.913793103448276,0,1,1,36.7,True,False,False,False,False,True,False,False,True,False,False,False,True
0.1428571428571428,0.140485312899106,0.2068965517241379,0,2,1,36.9,False,True,False,False,False,False,False,True,True,False,False,False,False
0.2857142857142856,0.4623243933588761,0.2586206896551724,0,1,0,47.2,False,True,False,False,False,False,False,True,True,False,False,False,False
0.1428571428571428,0.7918263090676884,0.879310344827586,2,2,0,69.7,True,False,False,False,False,False,False,False,True,False,False,True,False
1.0,0.4738186462324393,0.793103448275862,1,2,0,52.4,False,True,False,False,True,False,False,False,True,False,False,False,True
0.1428571428571428,0.3780332056194125,0.2586206896551724,0,1,1,32.8,True,False,False,False,False,False,False,False,False,False,False,False,True
0.2857142857142856,0.9182630906768836,0.6034482758620688,0,0,2,56.4,False,False,False,False,True,False,False,False,True,False,True,False,False
0.4285714285714284,0.2260536398467433,0.2413793103448276,0,0,2,19.599,True,False,False,True,False,False,False,False,True,False,False,False,True
0.7142857142857144,0.438058748403576,0.793103448275862,2,1,1,72.4,False,False,False,False,True,False,False,False,False,False,False,False,False
0.1428571428571428,0.632183908045977,0.879310344827586,2,1,1,63.2,True,False,False,False,False,False,False,True,True,False,False,True,False
0.0,0.5312899106002554,0.0344827586206897,2,1,0,66.4,False,False,False,False,True,False,False,False,True,False,False,False,False
0.2857142857142856,0.3243933588761175,0.0344827586206897,1,0,1,40.9,True,False,True,False,False,False,False,False,True,False,False,False,False
0.5714285714285716,0.8173690932311622,0.1206896551724138,1,2,0,61.9,False,True,False,False,False,False,False,False,False,False,False,True,False
0.0,1.0000000000000002,0.5172413793103449,1,0,1,77.6,False,False,False,True,False,False,False,False,True,True,False,False,False
0.7142857142857144,0.2528735632183908,0.8448275862068965,1,0,1,49.4,False,False,False,False,False,True,False,False,False,False,False,True,False
0.4285714285714284,0.9195402298850576,0.0344827586206897,2,1,1,53.2,False,False,False,False,False,False,True,False,True,False,False,False,True
0.5714285714285716,0.9757343550447,0.5517241379310344,2,1,1,82.5,False,False,False,False,True,False,False,False,True,False,False,False,True
0.0,0.8531289910600255,0.6034482758620688,0,0,0,51.8,False,True,True,False,False,False,False,False,True,False,False,True,False
0.1428571428571428,0.2745849297573435,0.1206896551724138,2,1,2,45.9,True,False,False,False,True,False,False,False,True,False,False,False,False
0.5714285714285716,0.2120051085568327,0.5689655172413793,1,2,1,45.3,True,False,False,False,False,False,False,False,True,False,False,False,False
0.5714285714285716,0.260536398467433,0.810344827586207,1,1,0,29.5,False,False,False,False,False,False,False,False,False,True,False,False,False
0.0,0.9386973180076628,0.7586206896551725,2,2,1,100.0,False,False,False,False,False,True,False,False,False,False,False,False,False
0.0,0.1749680715197956,0.5689655172413793,0,2,0,44.4,True,False,True,False,False,False,False,False,True,False,False,False,False
0.4285714285714284,0.3499361430395913,0.5689655172413793,0,0,1,40.9,True,False,False,False,False,False,False,False,True,False,True,False,False
0.5714285714285716,0.9897828863346104,0.6206896551724138,1,1,0,80.3,False,False,False,False,False,True,False,False,True,False,True,False,False
0.1428571428571428,0.8109833971902937,0.1206896551724138,2,2,0,60.3,True,False,False,False,False,True,False,False,False,False,False,False,True
1.0,0.1507024265644955,0.724137931034483,2,2,1,34.8,False,False,False,False,False,False,False,True,True,False,False,False,True
0.7142857142857144,0.3729246487867177,0.4137931034482759,2,2,1,63.2,True,False,False,False,False,False,False,False,True,False,False,False,False
0.2857142857142856,0.8786717752234994,0.3793103448275862,1,2,1,70.7,False,True,False,False,False,False,False,True,True,False,False,False,False
0.4285714285714284,0.408684546615581,0.0517241379310345,0,0,1,50.5,False,False,False,False,False,False,False,True,True,False,False,False,False
0.0,0.3627075351213282,0.689655172413793,1,0,1,60.5,False,False,False,False,False,True,False,False,True,False,True,False,False
0.1428571428571428,0.0830140485312899,0.2413793103448276,0,2,2,26.0,False,True,False,False,True,False,False,False,True,False,False,False,False
0.1428571428571428,0.7509578544061303,0.1724137931034483,2,2,0,76.1,True,False,False,False,True,False,False,False,True,True,False,False,False
0.8571428571428572,0.7573435504469986,0.1379310344827587,0,1,1,71.3,True,False,False,True,False,False,False,False,True,False,False,False,False
0.5714285714285716,0.0932311621966794,0.0,1,2,1,30.4,False,False,False,False,False,False,False,False,False,False,False,False,True
0.4285714285714284,0.5210727969348659,0.793103448275862,1,1,2,36.4,False,False,False,True,False,False,False,False,True,False,False,True,False
0.4285714285714284,0.2554278416347382,0.724137931034483,0,2,0,28.6,True,False,False,False,False,True,False,False,True,False,False,False,True
0.4285714285714284,0.6130268199233716,0.4827586206896553,1,2,0,71.7,False,False,False,True,False,False,False,False,True,False,False,False,True
0.4285714285714284,0.6130268199233716,0.1724137931034483,1,0,2,55.3,False,True,False,False,False,False,True,False,False,False,False,False,True
0.1428571428571428,0.3997445721583653,0.9482758620689654,1,1,1,51.6,False,False,False,True,False,False,False,False,True,False,False,True,False
0.0,0.2234993614303959,0.2931034482758621,1,0,1,22.0,False,False,False,False,False,False,True,False,True,False,True,False,False
0.4285714285714284,0.80970625798212,0.3793103448275862,2,2,0,68.8,False,False,False,False,False,True,False,False,True,False,True,False,False
0.4285714285714284,0.2592592592592592,0.1724137931034483,0,0,2,28.1,False,True,False,False,False,False,True,False,True,True,False,False,False
0.8571428571428572,0.0280970625798211,1.0,1,2,2,44.2,False,False,False,False,False,False,True,False,True,True,False,False,False
0.0,0.7586206896551724,0.9827586206896554,1,2,2,84.1,False,True,False,False,False,False,False,True,True,False,True,False,False
0.0,0.4572158365261814,0.7413793103448277,2,0,0,54.0,True,False,False,False,False,False,False,False,True,False,True,False,False
0.5714285714285716,0.0893997445721583,0.8620689655172412,2,1,0,52.8,True,False,False,False,False,True,False,False,True,False,False,False,True
0.0,0.123882503192848,0.3965517241379311,2,2,2,56.9,True,False,True,False,False,False,False,False,True,False,False,False,False
0.4285714285714284,0.1481481481481481,0.4482758620689656,2,2,2,44.5,False,True,False,True,False,False,False,False,True,False,False,True,False
0.2857142857142856,0.4789272030651341,0.724137931034483,2,1,0,62.9,True,False,False,False,False,False,False,False,True,False,True,False,False
0.2857142857142856,0.4789272030651341,0.8275862068965517,1,2,1,62.4,False,True,False,False,False,False,False,True,True,True,False,False,False
0.7142857142857144,0.545338441890166,1.0,2,2,1,95.2,True,False,False,False,False,False,False,True,False,False,False,False,False
0.8571428571428572,0.4418901660280971,0.879310344827586,1,0,1,51.0,False,False,False,False,False,False,True,False,True,False,False,False,True
0.0,0.4508301404853129,1.0,0,0,1,44.9,False,False,False,False,False,False,False,False,False,True,False,False,False
0.5714285714285716,0.8888888888888888,0.4827586206896553,2,2,2,80.7,False,True,False,False,False,False,False,False,True,False,True,False,False
0.5714285714285716,0.0881226053639846,0.6034482758620688,2,2,1,58.7,False,False,False,False,True,False,False,False,True,False,False,False,True
0.8571428571428572,0.5862068965517241,0.8620689655172412,2,1,1,71.3,True,False,False,False,False,False,False,False,True,False,False,False,False
0.4285714285714284,0.7598978288633461,0.4827586206896553,2,0,0,69.8,True,False,False,True,False,False,False,False,True,False,False,True,False
0.7142857142857144,0.003831417624521,0.3448275862068964,1,0,1,51.1,False,True,False,False,True,False,False,False,True,True,False,False,False
0.2857142857142856,0.4508301404853129,0.7413793103448277,2,0,0,78.2,False,True,False,False,False,False,False,True,True,False,True,False,False
